ano,valor,pais,codigo_pais,indicador,categoria
2024,,Denmark,DK,NY.GDP.MKTP.KD.ZG,Economy & Growth
2023,2.49518433148894,Denmark,DK,NY.GDP.MKTP.KD.ZG,Economy & Growth
2022,1.54017310709567,Denmark,DK,NY.GDP.MKTP.KD.ZG,Economy & Growth
2021,7.38206628977555,Denmark,DK,NY.GDP.MKTP.KD.ZG,Economy & Growth
2020,-1.7801059882175,Denmark,DK,NY.GDP.MKTP.KD.ZG,Economy & Growth
2019,1.7114009439059,Denmark,DK,NY.GDP.MKTP.KD.ZG,Economy & Growth
2018,1.86000748885226,Denmark,DK,NY.GDP.MKTP.KD.ZG,Economy & Growth
2017,3.05647724393516,Denmark,DK,NY.GDP.MKTP.KD.ZG,Economy & Growth
2016,3.07304547479855,Denmark,DK,NY.GDP.MKTP.KD.ZG,Economy & Growth
2015,2.10441458712587,Denmark,DK,NY.GDP.MKTP.KD.ZG,Economy & Growth
2014,1.27799979380644,Denmark,DK,NY.GDP.MKTP.KD.ZG,Economy & Growth
2013,1.39267347017295,Denmark,DK,NY.GDP.MKTP.KD.ZG,Economy & Growth
2012,-0.00543231869326632,Denmark,DK,NY.GDP.MKTP.KD.ZG,Economy & Growth
2011,1.31080377939614,Denmark,DK,NY.GDP.MKTP.KD.ZG,Economy & Growth
2010,1.58289702078196,Denmark,DK,NY.GDP.MKTP.KD.ZG,Economy & Growth
2009,-4.97447907474,Denmark,DK,NY.GDP.MKTP.KD.ZG,Economy & Growth
2008,-0.417178429513314,Denmark,DK,NY.GDP.MKTP.KD.ZG,Economy & Growth
2007,0.987173788437161,Denmark,DK,NY.GDP.MKTP.KD.ZG,Economy & Growth
2006,3.81648769723503,Denmark,DK,NY.GDP.MKTP.KD.ZG,Economy & Growth
2005,2.35960883273722,Denmark,DK,NY.GDP.MKTP.KD.ZG,Economy & Growth
2004,2.77635184668432,Denmark,DK,NY.GDP.MKTP.KD.ZG,Economy & Growth
2003,0.441090994656861,Denmark,DK,NY.GDP.MKTP.KD.ZG,Economy & Growth
2002,0.456529990797932,Denmark,DK,NY.GDP.MKTP.KD.ZG,Economy & Growth
2001,0.950032280359281,Denmark,DK,NY.GDP.MKTP.KD.ZG,Economy & Growth
2000,3.72400897562952,Denmark,DK,NY.GDP.MKTP.KD.ZG,Economy & Growth
