ano,valor,pais,codigo_pais,indicador,categoria
2024,,"Congo, Rep.",CG,NY.GDP.MKTP.KD.ZG,Economy & Growth
2023,1.90686426346754,"Congo, Rep.",CG,NY.GDP.MKTP.KD.ZG,Economy & Growth
2022,1.47535613247133,"Congo, Rep.",CG,NY.GDP.MKTP.KD.ZG,Economy & Growth
2021,1.01507036990908,"Congo, Rep.",CG,NY.GDP.MKTP.KD.ZG,Economy & Growth
2020,-6.26777227963225,"Congo, Rep.",CG,NY.GDP.MKTP.KD.ZG,Economy & Growth
2019,1.12447391976529,"Congo, Rep.",CG,NY.GDP.MKTP.KD.ZG,Economy & Growth
2018,-2.30431780125842,"Congo, Rep.",CG,NY.GDP.MKTP.KD.ZG,Economy & Growth
2017,-5.59477371915547,"Congo, Rep.",CG,NY.GDP.MKTP.KD.ZG,Economy & Growth
2016,-8.68524343913786,"Congo, Rep.",CG,NY.GDP.MKTP.KD.ZG,Economy & Growth
2015,0.415193061293763,"Congo, Rep.",CG,NY.GDP.MKTP.KD.ZG,Economy & Growth
2014,6.64606540928447,"Congo, Rep.",CG,NY.GDP.MKTP.KD.ZG,Economy & Growth
2013,-0.712434451876447,"Congo, Rep.",CG,NY.GDP.MKTP.KD.ZG,Economy & Growth
2012,9.94715314257564,"Congo, Rep.",CG,NY.GDP.MKTP.KD.ZG,Economy & Growth
2011,2.20591936286718,"Congo, Rep.",CG,NY.GDP.MKTP.KD.ZG,Economy & Growth
2010,9.93126543095578,"Congo, Rep.",CG,NY.GDP.MKTP.KD.ZG,Economy & Growth
2009,11.6372888615758,"Congo, Rep.",CG,NY.GDP.MKTP.KD.ZG,Economy & Growth
2008,6.30637595585259,"Congo, Rep.",CG,NY.GDP.MKTP.KD.ZG,Economy & Growth
2007,-6.61399480441001,"Congo, Rep.",CG,NY.GDP.MKTP.KD.ZG,Economy & Growth
2006,7.98623836334291,"Congo, Rep.",CG,NY.GDP.MKTP.KD.ZG,Economy & Growth
2005,7.75575897806648,"Congo, Rep.",CG,NY.GDP.MKTP.KD.ZG,Economy & Growth
2004,3.47663162118089,"Congo, Rep.",CG,NY.GDP.MKTP.KD.ZG,Economy & Growth
2003,0.813264076303781,"Congo, Rep.",CG,NY.GDP.MKTP.KD.ZG,Economy & Growth
2002,4.58187006108889,"Congo, Rep.",CG,NY.GDP.MKTP.KD.ZG,Economy & Growth
2001,3.80260189913561,"Congo, Rep.",CG,NY.GDP.MKTP.KD.ZG,Economy & Growth
2000,7.5759803952642,"Congo, Rep.",CG,NY.GDP.MKTP.KD.ZG,Economy & Growth
