ano,valor,pais,codigo_pais,indicador,categoria
2024,,Comoros,KM,NY.GDP.MKTP.KD.ZG,Economy & Growth
2023,2.99567457175966,Comoros,KM,NY.GDP.MKTP.KD.ZG,Economy & Growth
2022,2.60301031927843,Comoros,KM,NY.GDP.MKTP.KD.ZG,Economy & Growth
2021,2.00016198933761,Comoros,KM,NY.GDP.MKTP.KD.ZG,Economy & Growth
2020,-0.195556827149787,Comoros,KM,NY.GDP.MKTP.KD.ZG,Economy & Growth
2019,1.76078023923176,Comoros,KM,NY.GDP.MKTP.KD.ZG,Economy & Growth
2018,3.6424511379732,Comoros,KM,NY.GDP.MKTP.KD.ZG,Economy & Growth
2017,3.81576287682401,Comoros,KM,NY.GDP.MKTP.KD.ZG,Economy & Growth
2016,3.32044656240026,Comoros,KM,NY.GDP.MKTP.KD.ZG,Economy & Growth
2015,1.14735076108914,Comoros,KM,NY.GDP.MKTP.KD.ZG,Economy & Growth
2014,2.10665758942474,Comoros,KM,NY.GDP.MKTP.KD.ZG,Economy & Growth
2013,4.4662473147818,Comoros,KM,NY.GDP.MKTP.KD.ZG,Economy & Growth
2012,3.16840986908748,Comoros,KM,NY.GDP.MKTP.KD.ZG,Economy & Growth
2011,4.1435066947591,Comoros,KM,NY.GDP.MKTP.KD.ZG,Economy & Growth
2010,3.77776674982255,Comoros,KM,NY.GDP.MKTP.KD.ZG,Economy & Growth
2009,3.24074072826829,Comoros,KM,NY.GDP.MKTP.KD.ZG,Economy & Growth
2008,3.96461118871815,Comoros,KM,NY.GDP.MKTP.KD.ZG,Economy & Growth
2007,0.800042348955387,Comoros,KM,NY.GDP.MKTP.KD.ZG,Economy & Growth
2006,2.6469554759412,Comoros,KM,NY.GDP.MKTP.KD.ZG,Economy & Growth
2005,2.83754786988332,Comoros,KM,NY.GDP.MKTP.KD.ZG,Economy & Growth
2004,1.91965980712278,Comoros,KM,NY.GDP.MKTP.KD.ZG,Economy & Growth
2003,2.1038716355305,Comoros,KM,NY.GDP.MKTP.KD.ZG,Economy & Growth
2002,2.3249448613998,Comoros,KM,NY.GDP.MKTP.KD.ZG,Economy & Growth
2001,2.33290710182874,Comoros,KM,NY.GDP.MKTP.KD.ZG,Economy & Growth
2000,10.847878616072,Comoros,KM,NY.GDP.MKTP.KD.ZG,Economy & Growth
