ano,valor,pais,codigo_pais,indicador,categoria
2024,,Bolivia,BO,NY.GDP.PCAP.CD,Economy & Growth
2023,3686.27996490544,Bolivia,BO,NY.GDP.PCAP.CD,Economy & Growth
2022,3643.92826968677,Bolivia,BO,NY.GDP.PCAP.CD,Economy & Growth
2021,3384.84486479247,Bolivia,BO,NY.GDP.PCAP.CD,Economy & Growth
2020,3099.94219044572,Bolivia,BO,NY.GDP.PCAP.CD,Economy & Growth
2019,3503.8960106182,Bolivia,BO,NY.GDP.PCAP.CD,Economy & Growth
2018,3500.72642189371,Bolivia,BO,NY.GDP.PCAP.CD,Economy & Growth
2017,3306.30301176558,Bolivia,BO,NY.GDP.PCAP.CD,Economy & Growth
2016,3035.8734778704,Bolivia,BO,NY.GDP.PCAP.CD,Economy & Growth
2015,2996.01289804214,Bolivia,BO,NY.GDP.PCAP.CD,Economy & Growth
2014,3041.43503118107,Bolivia,BO,NY.GDP.PCAP.CD,Economy & Growth
2013,2870.02377000756,Bolivia,BO,NY.GDP.PCAP.CD,Economy & Growth
2012,2575.59857098084,Bolivia,BO,NY.GDP.PCAP.CD,Economy & Growth
2011,2315.52121930607,Bolivia,BO,NY.GDP.PCAP.CD,Economy & Growth
2010,1929.78373077158,Bolivia,BO,NY.GDP.PCAP.CD,Economy & Growth
2009,1731.18172112209,Bolivia,BO,NY.GDP.PCAP.CD,Economy & Growth
2008,1692.67248455876,Bolivia,BO,NY.GDP.PCAP.CD,Economy & Growth
2007,1354.54905949929,Bolivia,BO,NY.GDP.PCAP.CD,Economy & Growth
2006,1202.71150446327,Bolivia,BO,NY.GDP.PCAP.CD,Economy & Growth
2005,1020.12326200737,Bolivia,BO,NY.GDP.PCAP.CD,Economy & Growth
2004,953.191893246277,Bolivia,BO,NY.GDP.PCAP.CD,Economy & Growth
2003,893.013760211149,Bolivia,BO,NY.GDP.PCAP.CD,Economy & Growth
2002,888.221328974352,Bolivia,BO,NY.GDP.PCAP.CD,Economy & Growth
2001,930.168227214313,Bolivia,BO,NY.GDP.PCAP.CD,Economy & Growth
2000,975.777060358751,Bolivia,BO,NY.GDP.PCAP.CD,Economy & Growth
